row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred,cluster
3551,-0.3040005580217564,-0.0056912889347737,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3552,0.2922115286181463,0.0399463143144716,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3553,-0.1177739445823995,-0.0647721502627283,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3554,0.3499584650966755,0.0271484324932695,kz,long,positive,long,long,positive,positive,kz,kz,0
3555,-0.1795101136723092,0.3483725956258015,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3556,-0.1158829398480502,-0.0817734816681625,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3557,0.1857404969162822,0.0242051300676239,kz,short,neutral,short,short,neutral,neutral,mixed,kz,1
3558,0.472019732128679,0.0121231375932326,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3559,-0.0961147924832897,-0.0351586984861341,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3560,0.0369478912591013,0.0639683656479819,mixed,medium,negative,short,short,negative,negative,mixed,mixed,1
3561,0.0953097443458542,0.0154686406158623,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3562,0.0951376653282629,-0.002560258183703,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
3563,-0.1177860933996896,-0.1310405553442694,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3564,0.1631618613155004,-0.0064781001980092,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3565,0.3629837200240766,0.0297446369872095,kz,long,positive,long,long,positive,positive,kz,kz,0
3566,-0.113533612187343,-0.1512625258527539,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3567,-0.2110339127649761,0.1415186219369906,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
3568,0.3858863891702096,0.025718951362278,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3569,0.4018258438052072,0.0369848318753907,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3570,-0.2523415018349628,-0.0615280495669373,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3571,0.2816217167207241,0.0351622163651043,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3572,0.1482983736351664,0.0403265830736978,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3573,0.2746891232957555,0.0165781466806786,kz,long,positive,medium,medium,positive,positive,kz,kz,0
3574,-0.0240704690702933,-0.0076197864333833,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3575,-0.0989208540570769,-0.0204225853366491,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3576,0.2238160033856164,0.013259232319272,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
3577,0.1089703267964861,-0.0197806827290389,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3578,-0.1784539407100995,-0.0563257983983156,ru,long,positive,long,long,positive,positive,ru,ru,3
3579,0.3953076885788468,0.0321962332745775,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3580,-0.2122945726921755,0.3995437740738141,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3581,0.2899092990271869,0.0240309431283207,kz,long,negative,long,medium,negative,negative,kz,kz,0
3582,0.3833183724147698,0.0322575341348216,kz,long,positive,long,long,positive,positive,kz,kz,0
3583,0.2653050627945291,0.0107551965477267,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3584,-0.1596859205517883,0.2403005682835992,ru,long,positive,long,long,positive,positive,ru,ru,2
3585,-0.0774620947301605,-0.0017895595260273,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3586,0.098442823367684,0.0357079585174469,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3587,0.3039465267382842,0.0200509911475852,kz,medium,positive,medium,long,positive,positive,kz,kz,0
3588,-0.2153482277910885,-0.0637170238864051,ru,long,positive,long,long,positive,positive,ru,ru,3
3589,0.056890308799766,-0.005070065793084,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
3590,0.3212696801321192,0.0216394909329742,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3591,-0.1901808804432825,0.1060042768787405,ru,long,positive,long,long,positive,positive,ru,ru,2
3592,0.4124883644149813,0.0850483317851224,kz,long,positive,long,long,positive,positive,kz,kz,0
3593,-0.0051336032977518,-0.0542099777141463,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,1
3594,-0.1887059523080604,-0.1983612409501845,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3595,0.3148873686621784,0.0315661866915536,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3596,-0.1361986096221479,-0.0341334826613126,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3597,-0.206827805216834,0.445226782278332,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3598,-0.1860962750456141,0.3398814683849534,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3599,0.3031324490592434,0.027952412977525,kz,long,positive,long,medium,positive,positive,kz,kz,0
3600,0.1700909816394458,-0.0232245705394195,kz,short,positive,short,short,positive,positive,kz,kz,1
3601,-0.0980595916424467,-0.1138079262202465,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3602,-0.0425153665309952,-0.021249685497544,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3603,-0.1080232529198925,-0.0347019350626805,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3604,0.155870360298713,-0.0631512445443957,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3605,0.4244210376744032,0.0682665690126464,kz,long,positive,long,long,positive,positive,kz,kz,0
3606,-0.2592021747413758,-0.272144196965607,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3607,-0.2347986335182972,-0.1283244075067929,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3608,0.3972251164353991,0.0988757748541918,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3609,-0.0522644408129733,-0.0114601658855167,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3610,-0.1444727319191269,-0.115029359836243,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3611,-0.0936196000127866,-0.0303488028358988,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3612,-0.11698552681383,-0.1040228889810534,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3613,-0.0268761350872473,-0.1063662608804953,ru,short,negative,short,short,negative,negative,ru,ru,1
3614,0.1605154735471231,0.0579380418994068,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3615,-0.0284307619606888,-0.0458761567522736,ru,short,positive,short,short,positive,positive,ru,ru,1
3616,-0.2798705702990664,-0.0740235555814347,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3617,0.1567757857801953,0.0900203058749347,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3618,0.3892455267964209,0.011848664501028,kz,long,positive,long,long,positive,positive,kz,kz,0
3619,-0.2144644303469417,-0.2300182104484162,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3620,-0.1297225761116336,-0.183664912716578,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3621,-0.2134660338937394,0.2549111494597557,ru,long,positive,long,long,positive,positive,ru,ru,2
3622,-0.1115431181032406,-0.0651461806469435,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3623,-0.0963282696987205,-0.1786596908146623,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3624,-0.2115353952760203,0.3620415679824325,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3625,0.2966935408214136,0.001367284386674,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3626,0.290121773895823,0.0406975048311419,kz,long,negative,long,long,negative,negative,kz,kz,0
3627,-0.207451970697385,0.1299331493371905,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3628,-0.0911269143980946,-0.1806711311925301,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3629,-0.1303262327929352,-0.1000605736625943,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3630,0.3765486384023901,0.0423107937126241,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3631,0.0595824551798957,-0.0320432194886504,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed,1
3632,0.1560169206637982,0.1438699774703503,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3633,-0.1364570759539238,0.2903305600821035,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3634,-0.1858869571770219,-0.2495619679077082,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3635,-0.1129932554540015,-0.2585552895313117,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3636,-0.1960621668393639,0.3356447939909094,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3637,-0.1335792422119184,0.070873963910897,ru,long,positive,long,long,positive,positive,ru,ru,3
3638,0.1579325702025912,-0.0331861630681377,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3639,-0.1358162881766643,-0.0311043363038243,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3640,-0.1984987668848385,-0.2719371234473274,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3641,-0.2341977241725776,0.3983345736756834,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3642,-0.084518070302295,-0.0888997152733764,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3643,0.1202476923515257,0.0207904976989569,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
3644,-0.2437045815113992,0.1705953065334192,ru,long,positive,long,long,positive,positive,ru,ru,2
3645,-0.1929721295021829,0.3687488919482314,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3646,0.0994185788654782,0.0113086212746353,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3647,-0.1151374129687688,-0.1300044322872466,ru,long,positive,long,long,positive,positive,ru,ru,3
3648,-0.1634976560968954,0.2312940935820608,ru,short,positive,short,short,positive,positive,ru,ru,2
3649,0.399312325715651,0.0798080521608442,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3650,-0.0256870788924149,-0.0057690624227918,ru,short,negative,short,short,negative,negative,ru,ru,1
3651,-0.0978218083817695,-0.0761440370455921,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3652,-0.0432290467583427,-0.0124767666121152,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3653,-0.2045309770755458,0.4028216514422661,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3654,-0.0024286592301356,-0.0870000867393799,mixed,short,negative,short,short,negative,negative,mixed,mixed,1
3655,-0.1567345216632931,-0.1790104376767155,ru,long,positive,long,long,positive,positive,ru,ru,3
3656,-0.1763840658314131,0.4460009351171014,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3657,0.4946103734080008,0.0263922768056465,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3658,-0.0840721065566822,0.0856275680022811,ru,short,neutral,short,short,neutral,neutral,ru,mixed,1
3659,-0.1283645333924639,-0.0212703726960482,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3660,-0.0582535143497394,-0.0178598047544967,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3661,0.2827786033853721,0.0122082104108478,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3662,-0.004144189556526,-0.0458800321776803,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,1
3663,0.1578762893359086,0.0313474790165155,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3664,0.145765065742633,0.0041941280278107,kz,short,positive,short,short,positive,positive,kz,mixed,1
3665,0.1587508054060828,-0.0319603258536168,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3666,-0.1375971349995131,-0.1025709206406576,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3667,0.2418666027977463,-0.0102537944175999,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3668,0.0128709665398508,-0.0098915800911197,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed,1
3669,-0.2357794205495225,-0.2436166669252683,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3670,-0.1768889780682257,0.04926721176346,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3671,0.3669849491487214,0.0954201822095192,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3672,0.3007277307941406,-0.0021481807387877,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3673,-0.1684448654281378,-0.2229507775312539,ru,long,positive,long,long,positive,positive,ru,ru,3
3674,0.2106980120271792,0.0024810473887012,kz,long,negative,medium,medium,negative,negative,kz,kz,0
3675,-0.2208188826962552,0.3574887786045624,ru,long,positive,long,long,positive,positive,ru,ru,2
3676,0.3135839934895889,0.0499785851872821,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3677,-0.1382951487664181,-0.0474275193202321,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3678,-0.0440525632616008,-0.0623192488859874,ru,short,positive,short,short,positive,positive,ru,ru,1
3679,-0.1118606656429377,-0.0627172620721691,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3680,-0.1397064519924137,-0.0209068411505948,ru,long,positive,long,medium,positive,positive,ru,ru,3
3681,-0.1688926399375012,0.3477633389425105,ru,medium,negative,medium,medium,negative,negative,ru,ru,2
3682,-0.0675953602490812,-0.1180911093892045,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3683,-0.0037642526237833,-0.0545505832219483,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,1
3684,-0.1211722841510327,0.0715706981744637,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3685,0.1209774666109324,0.0108527695366835,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3686,0.0110238516216079,-0.0479683214105145,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3687,-0.1547947884302829,0.0297286895157557,ru,long,positive,long,long,positive,positive,ru,ru,3
3688,-0.214446361948254,0.1097139244336265,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3689,-0.1198552163909583,-0.0124130634111898,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3690,0.1726520585128337,-0.0275746281666665,kz,short,positive,short,short,positive,positive,kz,kz,1
3691,0.0758408478651193,-0.0420069757649614,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3692,-0.1006631699386145,-0.098864464845788,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3693,0.2860522527644712,0.0335599874424289,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3694,-0.0192838442021831,-0.0609635918674027,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3695,-0.1216126176918336,0.085549601627526,ru,short,positive,short,short,positive,positive,ru,ru,2
3696,-0.1209667930297601,-0.0961776137576184,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3697,-0.0089886518794196,-0.0346460184080852,ru,short,negative,short,short,negative,negative,ru,ru,1
3698,-0.1780111902953456,0.0404149324320491,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3699,-0.1549763258290458,-0.276613018164478,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3700,-0.1595003359537894,-0.2150845282071279,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3701,-0.2111517378346345,0.3045645465109565,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3702,-0.2473469300859812,0.1070801889439204,ru,long,positive,long,long,positive,positive,ru,ru,2
3703,-0.1181268598775825,-0.0939140505976973,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3704,-0.2017888363057293,-0.2656688519501751,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3705,-0.1280486392215498,-0.0809732668496704,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3706,0.061258903606238,0.1840050870152478,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3707,-0.2290800597213677,0.167099454317234,ru,long,positive,long,long,positive,positive,ru,ru,2
3708,-0.1147179228163877,-0.0180305744286555,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3709,-0.1751821114101748,0.2956307725417528,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3710,0.135814975974375,-0.0276573118589171,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,1
3711,0.1288405766621976,0.0235057398950813,mixed,medium,positive,long,short,positive,positive,mixed,mixed,1
3712,0.185560383086434,-0.0071242975422055,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3713,0.0337162299153419,0.2459200040080053,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,2
3714,0.0019166712966618,-0.0155571292072406,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
3715,0.1716721807793455,-0.0079980076128796,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3716,-0.1129229315392847,-0.1445160370454694,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3717,-0.1893624847199571,0.3444780421046704,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3718,0.29120005461319,0.0084363433077974,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3719,-0.1343691381004635,-0.2223471312512376,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3720,0.2646801112374096,-0.021054366617392,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,0
3721,-0.207931399456283,-0.1106686519196831,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3722,0.3607574467145127,0.0304022910115955,kz,long,positive,long,long,positive,positive,kz,kz,0
3723,0.347789050218696,-0.0294249828955622,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3724,0.3139754962844584,0.0175481362914359,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3725,-0.2322424385203615,-0.1209302019161323,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3726,-0.133586418656561,0.0732005131641193,ru,long,positive,long,long,positive,positive,ru,ru,3
3727,-0.1354047724432234,-0.071708701101309,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3728,0.1997967984935421,0.0279169673673388,kz,short,positive,short,short,positive,positive,kz,kz,0
3729,-0.2173921536623598,0.2525388029071753,ru,long,positive,long,long,positive,positive,ru,ru,2
3730,-0.1179636018574101,-0.1467239939944803,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3731,0.3837304740370507,0.0893229626865012,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3732,-0.1606015776241111,-0.1244045034693454,ru,long,positive,long,long,positive,positive,ru,ru,3
3733,0.2494666078486904,0.0025710562267562,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
3734,0.3455595890814413,0.0026722189483191,kz,long,positive,long,long,positive,positive,kz,kz,0
3735,-0.066319853460827,-0.0221602454288876,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3736,0.3413949270308477,0.0400498535260853,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3737,0.193967765036473,0.0169866109976334,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
3738,0.0556959154642611,-0.0624641733025171,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
3739,0.1424428960061712,0.0037522620369998,kz,short,neutral,short,short,neutral,neutral,kz,mixed,1
3740,-0.1136849560438674,-0.1104449317427394,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3741,0.1182565769573277,-0.0605678499495334,mixed,medium,positive,medium,long,positive,positive,mixed,mixed,1
3742,-0.1383883926375088,0.1823529763088945,ru,long,positive,long,medium,positive,positive,ru,ru,2
3743,-0.1096133487572401,-0.1110747563681814,ru,long,positive,medium,long,positive,positive,ru,ru,3
3744,-0.1099570123024746,-0.0645136089301232,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3745,0.3846525419584103,0.1017760104257251,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3746,-0.2377730736175775,-0.271639181173462,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3747,0.1312376148402595,-0.005936828625977,kz,short,positive,short,short,positive,positive,kz,kz,1
3748,-0.2335218289979553,0.1457825027570412,ru,long,positive,long,long,positive,positive,ru,ru,2
3749,0.1318962374584982,0.0011349989892514,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3750,0.3521183188725174,0.0173227939640315,kz,long,positive,long,long,positive,positive,kz,kz,0
3751,-0.0443926986088792,-0.0583179424104007,ru,short,positive,short,short,positive,positive,ru,ru,1
3752,-0.1366686066695929,-0.2158946116136437,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3753,0.3110737610069636,-0.0114487527211351,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3754,-0.0872310836483702,-0.0970338587636068,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3755,-0.1552248071309295,-0.1822289582845312,ru,long,positive,long,long,positive,positive,ru,ru,3
3756,-0.0107628201699546,-0.0626067161487546,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,1
3757,-0.1614103168694184,0.34431349498575,ru,medium,negative,medium,medium,negative,negative,ru,ru,2
3758,0.0806528451606614,-0.0216856462995384,mixed,medium,neutral,short,short,neutral,neutral,mixed,mixed,1
3759,-0.1146650326502883,-0.1368958609531776,ru,long,positive,long,long,positive,positive,ru,ru,3
3760,0.3717677295883237,0.0114898277923407,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3761,-0.1505111293407518,0.0575982374412592,ru,long,positive,long,long,positive,positive,ru,ru,3
3762,-0.0474000232927998,-0.0621328406738066,ru,short,positive,short,short,positive,positive,ru,ru,1
3763,0.3415914835917605,0.0640543735386264,kz,long,positive,long,long,positive,positive,kz,kz,0
3764,-0.1367111809072232,0.0263181871517192,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3765,-0.0431456928254195,-0.0118271129158844,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3766,-0.0782023037376908,-0.1006478172763187,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3767,-0.1558315918580176,-0.0099926270447178,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3768,-0.1984224341324781,0.2120813320661853,ru,long,positive,long,long,positive,positive,ru,ru,2
3769,-0.0530945531939863,-0.0122068079979746,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3770,-0.1088954901392625,-0.0792276780651264,ru,long,positive,long,long,positive,positive,ru,ru,3
3771,-0.1957043434253742,0.2810907772925686,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3772,0.1740402445024558,0.0008247086657308,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3773,0.1262231974106583,0.0263718591791292,kz,short,neutral,short,short,neutral,neutral,kz,mixed,1
3774,0.4377600983666799,0.0262535518690675,kz,long,positive,long,long,positive,positive,kz,kz,0
3775,0.295457012007737,0.0181697013208584,kz,medium,negative,medium,medium,negative,negative,kz,kz,0
3776,-0.1906197416515311,0.3459603902616455,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3777,-0.0899259027582677,-0.075702583592691,ru,long,positive,long,long,positive,positive,ru,ru,3
3778,-0.1835077212163477,-0.2054372736214287,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3779,0.10667443436764,-0.0123950681712623,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed,1
3780,0.3674196250130115,0.0143334421144952,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3781,-0.2025358249942702,-0.1645436667185327,ru,long,positive,medium,medium,positive,positive,ru,ru,3
3782,0.3244703566120219,0.0155469484427745,kz,long,positive,long,long,positive,positive,kz,kz,0
3783,-0.143230856200908,0.2054341680839661,ru,long,negative,long,long,negative,negative,ru,ru,2
3784,0.3217081340202311,0.0032792088699803,kz,long,negative,long,medium,negative,negative,kz,kz,0
3785,0.2903390668271942,0.0064223891480536,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3786,-0.2147336048452445,-0.238726651271091,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3787,-0.1502085956017758,-0.1687410028062888,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3788,-0.2418583026045861,-0.2366734123751565,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3789,-0.1423154038309229,-0.0398547282244148,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3790,-0.1259046734116263,-0.1817414854392274,ru,long,negative,long,long,negative,negative,ru,ru,3
3791,-0.2503043175607276,-0.2286313749531353,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3792,-0.1973265786296389,0.2571410261435864,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3793,-0.1702622856519989,-0.2141126072274175,ru,long,positive,long,long,positive,positive,ru,ru,3
3794,0.337507132218705,-0.0023836816693161,kz,long,positive,long,long,positive,positive,kz,kz,0
3795,-0.2194827383568639,-0.0578340988612525,ru,long,positive,long,long,positive,positive,ru,ru,3
3796,0.3763017991817514,0.1157389647908918,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3797,-0.2272866322472551,0.1742421119704007,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
3798,-0.2192545665227284,-0.1882238730376104,ru,long,positive,long,long,positive,positive,ru,ru,3
3799,0.3096815000153882,-0.0329466423997027,kz,long,neutral,long,medium,neutral,neutral,kz,kz,0
3800,-0.2389134887303808,-0.1941065511146508,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3801,0.4383291520154021,0.0785173360013663,kz,long,positive,long,long,positive,positive,kz,kz,0
3802,0.3855023610158848,0.0263757958674795,kz,long,positive,long,long,positive,positive,kz,kz,0
3803,-0.2049762054941031,0.3682500707643134,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3804,-0.2108789903181267,-0.1703462831250771,ru,long,positive,long,long,positive,positive,ru,ru,3
3805,0.1751042924770425,-0.0062563553902903,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3806,-0.2209541649010261,-0.1876019518371399,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3807,-0.1302347096459898,0.0309928236850306,ru,long,positive,long,long,positive,positive,ru,ru,3
3808,0.3562384997702364,0.1166982928458235,kz,long,positive,medium,long,positive,positive,kz,kz,0
3809,-0.1253542919784119,-0.0435938480212409,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3810,0.2609330159424309,0.0607136470880132,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3811,0.2575693759653534,0.0169989451547667,kz,long,negative,long,long,negative,negative,kz,kz,0
3812,0.2353888593180534,0.007018696500073,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3813,0.0895569915861927,-0.0578208091267493,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3814,0.2703039674777311,0.0139765805965818,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3815,-0.1889853371305528,-0.2818873389216669,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3816,-0.071499871497039,-0.0113510626098315,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3817,-0.1734054214102145,-0.3262098881574278,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3818,-0.1090648697156186,-0.0767668898105125,ru,long,positive,long,long,positive,positive,ru,ru,3
3819,-0.2175198713138278,-0.2283847445228586,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3820,0.1772682718688387,-0.0505767627617231,mixed,long,negative,long,long,negative,negative,mixed,mixed,1
3821,-0.1083395944378027,-0.1319828787739605,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3822,-0.1170830764334274,-0.1150118739844676,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3823,-0.1920758109587367,0.3035680573397841,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
